Playlist,Channel Number,Total Channels in Playlist,Channel Status,Group Name,Channel Name,Channel ID,Codec,Bit Rate (kbps),Resolution,Frame Rate,Audio,Error Reason
all_channels.m3u,213,737,Alive,Kinowalk,Эквилибриум69,equilibrium_live,H264,N/A,1080p,30,163 kbps AAC,
all_channels.m3u,215,737,Alive,Kinowalk TV,Epic Media Love,index.m3u8?s=O_uQSQyXnTgjsU14sGfEuw&e=2088807304&scheme=https,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,216,737,Alive,Kinowalk TV,Epic Media Plus,index.m3u8?s=1HXyp-V_dC9Tc4r0glGRCA&e=2088807305&scheme=https,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,218,737,Alive,Kinowalk TV,SerialTV,serialtv_live,H264,N/A,1080p,30,167 kbps AAC,
all_channels.m3u,220,737,Alive,Kinowalk TV,Тоха Киноман,kinomania_stream_live,H264,N/A,1080p,30,162 kbps AAC,
all_channels.m3u,219,737,Alive,Kinowalk TV,Solo ink,soloink_live,H264,N/A,1080p,60,162 kbps AAC,
all_channels.m3u,221,737,Alive,Kinowalk TV,Фильмач,index.m3u8?s=ts6K4yoGVWl3-MeiAHjvnw&e=2088807301&scheme=https,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,222,737,Alive,Movies,Cinema (Russia) (576p),index.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,223,737,Alive,Movies,Dorama HD (1080p),index.m3u8,H264,N/A,1080p,25,196 kbps AAC,
all_channels.m3u,224,737,Alive,Movies,Kino 1 (Ukraine) (1080p),index.m3u8,H264,N/A,1080p,25,194 kbps AAC,
all_channels.m3u,226,737,Alive,Movies,KinoBoevik (1080p),mono.m3u8?token=onlinetv,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,225,737,Alive,Movies,Kino 2 (1080p),index.m3u8,H264,N/A,1080p,25,194 kbps AAC,
all_channels.m3u,229,737,Alive,Movies,START Air (1080p),index.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,227,737,Alive,Movies,Mirovoe kino (1080p),mono.m3u8?token=onlinetv,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,228,737,Alive,Movies,Nashe Lubimoe Kino Ukraine (1080p),index.m3u8,H264,N/A,1080p,25,194 kbps AAC,
all_channels.m3u,230,737,Alive,Movies,START World (576p),mono.m3u8?token=onlinetv,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,232,737,Dead,Movies;Series,Bolt (Russia) (576p),video.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 522
all_channels.m3u,231,737,Alive,Movies,Viasat Kino World,playlist.m3u8?source=aHR0cDovLzE3Ni4xMjIuMTAzLjI0MTo3MDAwL2NoNDgvdHJhY2tzLXYxYTEvbW9uby5tM3U4P2xpdmU9MSZpcD0xNzguMTM2LjQyLjIyMCZpZD05NDg4NjUmc2VjcmV0PW4xdTd1aTA2JnNzbD0xJjIxeW89MCZlPTE3OTA1OTk5NDcmc3Q9N3ROblpCZy02WTBka1RuekRIZjU0QQ%3D%3D&master=102,H264,N/A,1080p,25,194 kbps AAC,
all_channels.m3u,233,737,Alive,Movies;Series,Viasat Serial,playlist.m3u8?source=aHR0cDovLzE3Ni4xMjIuMTAzLjI0MTo3MDAwL2NoNDUvdHJhY2tzLXYyYTEvbW9uby5tM3U4P2xpdmU9MSZpcD0xNzguMTM2LjQyLjIyMCZpZD05NDg4NjUmc2VjcmV0PW4xdTd1aTA2JnNzbD0xJjIxeW89MCZlPTE3OTA2MDExNzAmc3Q9VS12czVHQmhOdF9WQXJ4bHVYVzR2dw%3D%3D&master=599,H264,N/A,1080p,25,194 kbps AAC,
all_channels.m3u,236,737,Dead,Music,First Music Channel Russia (1080p),video.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 522
all_channels.m3u,235,737,Alive,Music,First Music Channel (1080p),rtmp.one.by:1300,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,237,737,Alive,Music,Hit FM,playlist.m3u8,H264,N/A,1080p,30,255 kbps AAC,
all_channels.m3u,239,737,Alive,News,Channel 9 (Israel) (1080p),index.m3u8,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,242,737,Dead,News,Govorit Moskva (720p),index.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 206
all_channels.m3u,240,737,Alive,News,DW Russian (1080p),master.m3u8,H264,N/A,1080p,50,127 kbps AAC,
all_channels.m3u,241,737,Alive,News,FREEDOM (1080p),playlist.m3u8,H264,N/A,SD,25,109 kbps AAC,
all_channels.m3u,243,737,Alive,News,Krik-TV (1080p),playlist.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,238,737,Alive,News,Belarus-24 HD (1080p),playlist.m3u8,H264,N/A,1080p,25,96 kbps AAC,
all_channels.m3u,247,737,Alive,Outdoor,Love Nature (1080p),playlist.m3u8,H264,N/A,1080p,30,131 kbps AAC,
all_channels.m3u,248,737,Alive,Outdoor,Trofei (1080p),index.m3u8,H264,N/A,1080p,25,198 kbps AAC,
all_channels.m3u,246,737,Dead,News,Russia-24 (1080p),index.m3u8,Unknown,Unknown,Unknown,,Unknown,DNS resolution failed
all_channels.m3u,245,737,Alive,News,RT Balkan (1080p),playlist.m3u8,H264,N/A,1080p,25,63 kbps AAC,
all_channels.m3u,234,737,Alive,Music,City Eden Birma Play [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,244,737,Alive,News,Perviy Informationniy HD (1080p),playlist.m3u8,H264,N/A,1080p,25,96 kbps AAC,
all_channels.m3u,249,737,Alive,Relax,MyZen TV (1080p),playlist.m3u8,H264,N/A,1080p,25,128 kbps AAC,
all_channels.m3u,250,737,Alive,Religious,Huzur TV (1080p) [Not 24/7],playlist.m3u8,H264,N/A,1080p,30,138 kbps AAC,
all_channels.m3u,254,737,Geoblocked,RUS [Geo],KidZone Max (1080p) [Geo-blocked],index.mpd,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,256,737,Alive,RUS [Geo],NTK 21 [Geo-blocked],variant.m3u8,H264,N/A,1080p,25,4 kbps AAC,
all_channels.m3u,255,737,Alive,RUS [Geo],NovgorOblTV [Geo-blocked],variant.m3u8,H264,N/A,1080p,25,4 kbps AAC,
all_channels.m3u,258,737,Geoblocked,RUS [Geo],RZD TV (1080p) [Geo-blocked],playlist.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,252,737,Alive,Religious,TBN Baltia (1080p),rewind-21600.m3u8,H264,N/A,1080p,25,194 kbps AAC,
all_channels.m3u,251,737,Alive,Religious,Mana Tserkov' Onlayn (1080p) [Not 24/7],playlist.m3u8,H264,N/A,SD,25,58 kbps AAC,
all_channels.m3u,257,737,Alive,RUS [Geo],RTR-Planeta Europe (720p) [Geo-blocked],playlist.m3u8?entity=channel&id=510&sign=5c0ac65d75140fac2fd938d77c92138d,H264,N/A,720p,25,Unknown,
all_channels.m3u,259,737,Alive,RUS [Geo],Silk Way Cinema (1080p) [Geo-blocked],index.m3u8,H264,N/A,1080p,25,131 kbps AAC,
all_channels.m3u,261,737,Alive,Russia,2x2 (576i),index.m3u8?e=2068731801&s=tenr-yHXUv1wibfka78s2A&scheme=https,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,253,737,Alive,Religious,TV Mana Russkiy (1080p),playlist.m3u8,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,263,737,Alive,Russia,360° News (1080p),playlist.m3u8,H264,N/A,1080p,25,135 kbps AAC,
all_channels.m3u,260,737,Alive,RUS [Geo],Simon (720p) [Geo-blocked],playlist.m3u8,H264,N/A,720p,30,130 kbps AAC,
all_channels.m3u,267,737,Alive,Russia,AIST TV (1080p),playlist.m3u8,H264,N/A,1080p,25,161 kbps AAC,
all_channels.m3u,262,737,Alive,Russia,360° (1080p),index.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,265,737,Alive,Russia,5 minut tishiny (1080p),index.m3u8,H264,N/A,720p,25,133 kbps AAC,
all_channels.m3u,268,737,Alive,Russia,Amedia Hit (1080p),index.m3u8,H264,N/A,1080p,25,195 kbps AAC,
all_channels.m3u,271,737,Alive,Russia,Astrahan 24 (720p),playlist.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,264,737,Alive,Russia,3ABN Russia (720p),stream.m3u8,H264,N/A,720p,25,131 kbps AAC,
all_channels.m3u,266,737,Alive,Russia,86 (1080p) [Not 24/7],s86.m3u8,H264,N/A,1080p,25,209 kbps AAC,
all_channels.m3u,269,737,Alive,Russia,Angel TV Russian (720p),playlist.m3u8,H264,N/A,720p,25,128 kbps AAC,
all_channels.m3u,274,737,Alive,Russia,Big Asia (720p),playlist.m3u8,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,270,737,Alive,Russia,Aris 24 (720p) [Not 24/7],playlist.m3u8,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,273,737,Alive,Russia,Balabol (1080p),index.m3u8,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,278,737,Dead,Russia,Channel One (Russia) HD (720p),1tvdash.mpd,Unknown,Unknown,Unknown,,Unknown,Insufficient data received
all_channels.m3u,272,737,Alive,Russia,Astrahan.Ru Sport (720p),playlist.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,275,737,Alive,Russia,Blokbaster HD (1080p),index.m3u8,H264,N/A,1080p,25,193 kbps AAC,
all_channels.m3u,276,737,Alive,Russia,Channel 10 (Russia) (576i),index.m3u8?e=2072611029&s=eqlTXebDP9wSWTZgre6BwQ&scheme=https,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,277,737,Alive,Russia,Channel 12 (1080p),playlist.m3u8,H264,N/A,1080p,25,128 kbps AAC,
all_channels.m3u,279,737,Alive,Russia,City Eden AutoGid [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,280,737,Alive,Russia,City Eden Classic Music [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,281,737,Alive,Russia,City Eden KinoAction [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,282,737,Alive,Russia,City Eden KinoArt [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,283,737,Alive,Russia,City Eden KinoAsia [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,284,737,Alive,Russia,City Eden KinoDetektiv [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,264 kbps AAC,
all_channels.m3u,287,737,Alive,Russia,City Eden KinoFantastika [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,285,737,Alive,Russia,City Eden KinoDok [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,286,737,Alive,Russia,City Eden KinoDrama [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,288,737,Alive,Russia,City Eden KinoKlassika [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,289,737,Alive,Russia,City Eden KinoKomediya [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,291,737,Alive,Russia,City Eden MedZdrav [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,290,737,Alive,Russia,City Eden KinoMistika [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,292,737,Alive,Russia,City Eden Play [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,297,737,Alive,Russia,Classic Music (1080p),index.m3u8,H264,N/A,1080p,25,195 kbps AAC,
all_channels.m3u,293,737,Alive,Russia,City Eden Recepty Gurmana [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,298,737,Alive,Russia,Current Time TV (1080p),master.m3u8,H264,N/A,1080p,25,128 kbps AAC,
all_channels.m3u,300,737,Alive,Russia,Dikaya okhota HD (1080p),index.m3u8,H264,N/A,1080p,25,133 kbps AAC,
all_channels.m3u,294,737,Alive,Russia,City Eden Sirtaki TV [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,301,737,Alive,Russia,Dikaya rybalka HD (1080p),index.m3u8,H264,N/A,1080p,25,163 kbps AAC,
all_channels.m3u,299,737,Alive,Russia,Dagestan (1080p),playlist.m3u8,H264,N/A,1080p,25,209 kbps AAC,
all_channels.m3u,302,737,Alive,Russia,Dom kino Premium HD (1080p),index.m3u8,H264,N/A,1080p,25,198 kbps AAC,
all_channels.m3u,295,737,Alive,Russia,City Eden TeleNovella [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,303,737,Alive,Russia,Dushevnoe HD (1080p),index.m3u8,H264,N/A,1080p,25,133 kbps AAC,
all_channels.m3u,296,737,Alive,Russia,City Eden TV [Not 24/7],index.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,305,737,Alive,Russia,Evrokino HD (1080p),index.m3u8,H264,N/A,1080p,25,195 kbps AAC,
all_channels.m3u,307,737,Alive,Russia,FashionTV (1080p),playlist.m3u8,Unknown,N/A,Unknown,,132 kbps AAC,
all_channels.m3u,309,737,Alive,Russia,Hope Channel Russia (720p),playlist.m3u8,H264,N/A,720p,25,197 kbps AAC,
all_channels.m3u,306,737,Alive,Russia,Fashion&LifeStyle (1080p),index.m3u8,H264,N/A,1080p,25,132 kbps AAC,
all_channels.m3u,310,737,Alive,Russia,Horoshee Kino (720p),playlist.m3u8,H264,N/A,1080p,25,129 kbps AAC,
all_channels.m3u,313,737,Alive,Russia,Izvestia (1080p),playlist.m3u8,H264,N/A,1080p,25,132 kbps AAC,
all_channels.m3u,311,737,Alive,Russia,Ingushetia (1080p),playlist.m3u8,H264,N/A,1080p,25,145 kbps AAC,
all_channels.m3u,308,737,Alive,Russia,Groznyj,720-3.m3u8,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,304,737,Alive,Russia,Eurasia (720p),infochhd.m3u8,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,314,737,Alive,Russia,Kapitan Fantastika (1080p),index.m3u8,H264,N/A,1080p,25,195 kbps AAC,
all_channels.m3u,312,737,Alive,Russia,Istoki (1080p),playlist.m3u8,H264,N/A,SD,25,131 kbps AAC,
all_channels.m3u,315,737,Alive,Russia,Kino 1 (Russia) [Not 24/7],index.m3u8,H264,N/A,SD,25,130 kbps AAC,
all_channels.m3u,316,737,Alive,Russia,Kinopremyera HD (1080p),mono.m3u8?token=onlinetv,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,318,737,Alive,Russia,Komediynoe HD (1080p),index.m3u8,H264,N/A,1080p,25,135 kbps AAC,
all_channels.m3u,317,737,Alive,Russia,KN Music TV,mono.m3u8,H264,N/A,1080p,25,Unknown,
all_channels.m3u,322,737,Alive,Russia,Maidan (720p),playlist.m3u8,H264,N/A,720p,25,134 kbps AAC,
all_channels.m3u,324,737,Alive,Russia,Mir 24 (1080p),playlist.m3u8,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,319,737,Dead,Russia,Leomax 24 (1080p),playlist.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 404
all_channels.m3u,325,737,Alive,Russia,Mir HD (1080p) [Not 24/7],playlist.m3u8,H264,N/A,1080p,25,134 kbps AAC,
all_channels.m3u,326,737,Alive,Russia,MMA-TV.com (1080p),playlist.m3u8,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,321,737,Alive,Russia,Magnat (1080p),video.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,323,737,Alive,Russia,Mezzo Live (1080p),index.m3u8,H264,N/A,1080p,25,195 kbps AAC,
all_channels.m3u,330,737,Alive,Russia,MTV Volgograd (720p) [Not 24/7],playlist.m3u8,H264,N/A,720p,25,161 kbps AAC,
all_channels.m3u,329,737,Alive,Russia,Moya stikhiya HD (1080p),index.m3u8,H264,N/A,1080p,25,195 kbps AAC,
all_channels.m3u,327,737,Alive,Russia,Moskva 24 (1080p),playlist.m3u8?entity=channel&id=798&sign=37881ef2e289f062ceff0dca6c24dc58,H264,N/A,1080p,25,Unknown,
all_channels.m3u,320,737,Alive,Russia,Lugansk 24,29.m3u8,H264,N/A,SD,25,95 kbps AAC,
all_channels.m3u,328,737,Alive,Russia,Moy mir (720p),onair.m3u8,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,333,737,Alive,Russia,Nashe muzhskoe HD (1080p),index.m3u8,H264,N/A,1080p,25,140 kbps AAC,
all_channels.m3u,331,737,Alive,Russia,Muzyka 1 [Not 24/7],index.m3u8,H264,N/A,SD,25,131 kbps AAC,
all_channels.m3u,335,737,Alive,Russia,NTM (720p) [Not 24/7],playlist.m3u8,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,332,737,Alive,Russia,Muzyka Kino [Not 24/7],index.m3u8,H264,N/A,SD,25,130 kbps AAC,
all_channels.m3u,336,737,Alive,Russia,NTS (1080p) [Not 24/7],playlist.m3u8,H264,N/A,720p,25,127 kbps AAC,
all_channels.m3u,334,737,Alive,Russia,Nevskiy (1080p),index.m3u8,H264,N/A,720p,25,132 kbps AAC,
all_channels.m3u,338,737,Alive,Russia,NTV Vitrina (720p),index.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,339,737,Alive,Russia,NVK Sakha (1080p) [Not 24/7],playlist.m3u8,H264,N/A,1080p,25,127 kbps AAC,
all_channels.m3u,337,737,Alive,Russia,NTV (Russia) HD (1080p),index.m3u8?e=2077050299&s=HSWg81JrQ3OqmwuWkEIDAQ&scheme=https,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,340,737,Alive,Russia,Ohotnik i rybolov HD (1080p),index.m3u8,H264,N/A,1080p,25,195 kbps AAC,
all_channels.m3u,341,737,Alive,Russia,Okko Futbol (1080p),index.m3u8,H264,N/A,1080p,50,130 kbps AAC,
all_channels.m3u,343,737,Alive,Russia,Okko Sport (1080p),index.m3u8,H264,N/A,1080p,50,130 kbps AAC,
all_channels.m3u,342,737,Alive,Russia,Okko Prajm Sport (1080p),index.m3u8,H264,N/A,1080p,50,67 kbps AAC,
all_channels.m3u,344,737,Dead,Russia,Osetiya-Iryston (1080p),playlist.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 404
all_channels.m3u,348,737,Alive,Russia,Patriot (720p),playlist_4.m3u8,H264,N/A,720p,25,96 kbps AAC,
all_channels.m3u,346,737,Alive,Russia,Ostrosyuzhetnoye HD (1080p),index.m3u8,H264,N/A,1080p,25,134 kbps AAC,
all_channels.m3u,345,737,Alive,Russia,OSN,playlist.m3u8,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,347,737,Alive,Russia,OTV-Prim,playlist.m3u8,H264,N/A,1080p,25,137 kbps AAC,
all_channels.m3u,352,737,Alive,Russia,Premialnoe HD (1080p),index.m3u8,H264,N/A,1080p,25,Unknown,
all_channels.m3u,349,737,Alive,Russia,Perviy otdel (1080p),index.m3u8,H264,N/A,720p,25,135 kbps AAC,
all_channels.m3u,351,737,Alive,Russia,Pes (1080p),index.m3u8,H264,N/A,720p,25,131 kbps AAC,
all_channels.m3u,353,737,Alive,Russia,Priklyucheniya HD (1080p),index.m3u8,H264,N/A,1080p,25,150 kbps AAC,
all_channels.m3u,354,737,Alive,Russia,Prima (Russia) (1080p),index.m3u8,H264,N/A,1080p,25,255 kbps AAC,
all_channels.m3u,358,737,Alive,Russia,Radio Rossii (720p),playlist_4.m3u8,H264,N/A,720p,25,159 kbps AAC,
all_channels.m3u,356,737,Alive,Russia,Prodvizhenie (1080p),index.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,350,737,Alive,Russia,Pervyy Respublikanskiy,27.m3u8,H264,N/A,SD,25,95 kbps AAC,
all_channels.m3u,359,737,Alive,Russia,RTG TV HD (1080p),index.m3u8,H264,N/A,1080p,25,195 kbps AAC,
all_channels.m3u,361,737,Alive,Russia,Russia-1 HD (1080p),playlist_6.m3u8,H264,N/A,1080p,25,96 kbps AAC,
all_channels.m3u,360,737,Alive,Russia,RU.TV (1080p),index.m3u8?e=2069285076&s=d-E-bxKy2v3EEJ94RQX9CA&scheme=https,H264,N/A,1080p,30,130 kbps AAC,
all_channels.m3u,362,737,Alive,Russia,Russia-K HD (1080p),playlist_5.m3u8,H264,N/A,1080p,25,Unknown,
all_channels.m3u,355,737,Alive,Russia,Pro Business (720p),playlist.m3u8,Unknown,Unknown,Unknown,,98 kbps AAC,
all_channels.m3u,365,737,Alive,Russia,Sankt-Peterburg HD (720p),playlist_5.m3u8,H264,N/A,1080p,25,160 kbps AAC,
all_channels.m3u,366,737,Alive,Russia,Setanta Sports 1 HD,mono.m3u8?token=onlinetv,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,357,737,Alive,Russia,Radio Mir (720p),playlist.m3u8,Unknown,Unknown,Unknown,,Unknown,
all_channels.m3u,367,737,Alive,Russia,Sever,playlist.m3u8,H264,N/A,1080p,25,191 kbps AAC,
all_channels.m3u,363,737,Alive,Russia,S1 (1080p) [Not 24/7],stv.m3u8,H264,N/A,1080p,25,197 kbps AAC,
all_channels.m3u,368,737,Alive,Russia,Shef (1080p),index.m3u8,H264,N/A,720p,25,129 kbps AAC,
all_channels.m3u,369,737,Alive,Russia,Shokiruyushchee HD (1080p),index.m3u8,H264,N/A,1080p,25,196 kbps AAC,
all_channels.m3u,372,737,Alive,Russia,Smotrim Chestnyy Detektiv (1080p),playlist.m3u8,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,364,737,Alive,Russia,Samara-GIS (1080p) [Not 24/7],mono.m3u8,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,370,737,Alive,Russia,Shopping Live (720p),playlist.m3u8,H264,N/A,1080p,25,131 kbps AAC,
all_channels.m3u,371,737,Alive,Russia,Skoraya pomoshch (1080p),index.m3u8,H264,N/A,720p,25,133 kbps AAC,
all_channels.m3u,375,737,Alive,Russia,Solovyov Live (1080p),playlist_6.m3u8,H264,N/A,1080p,25,159 kbps AAC,
all_channels.m3u,377,737,Alive,Russia,Star Cinema,playlist.m3u8,H264,N/A,1080p,50,127 kbps AAC,
all_channels.m3u,374,737,Alive,Russia,Sochi24 (720p),playlist.m3u8,H264,N/A,720p,50,163 kbps AAC,
all_channels.m3u,373,737,Alive,Russia,Sochi Live (720p) [Not 24/7],playlist.m3u8,H264,N/A,720p,50,151 kbps AAC,
all_channels.m3u,379,737,Alive,Russia,Strana FM,playlist.m3u8,H264,N/A,720p,30,168 kbps AAC,
all_channels.m3u,378,737,Alive,Russia,Star Family (1080p),playlist.m3u8,H264,N/A,1080p,50,127 kbps AAC,
all_channels.m3u,380,737,Alive,Russia,STS HD (1080p),index.m3u8,H264,N/A,1080p,25,196 kbps AAC,
all_channels.m3u,381,737,Alive,Russia,Subbota! (1080p),index.m3u8?e=2066519758&s=dmUf6BUQzDBTwtQOseAfog&scheme=https,H264,N/A,1080p,25,130 kbps AAC,
all_channels.m3u,376,737,Alive,Russia,SONGTV Russia,playlist.m3u8,H264,N/A,1080p,25,159 kbps AAC,
all_channels.m3u,386,737,Alive,Russia,Telekanal Krasnodar (1080p),playlist.m3u8,H264,N/A,1080p,25,127 kbps AAC,
all_channels.m3u,383,737,Alive,Russia,Svoyo TV (1080p),playlist.m3u8,H264,N/A,1080p,25,131 kbps AAC,
all_channels.m3u,387,737,Alive,Russia,TKR (1080p) [Not 24/7],playlist.m3u8,H264,N/A,720p,25,98 kbps AAC,
all_channels.m3u,385,737,Alive,Russia,TeleDom,td720.m3u8,H264,N/A,720p,25,131 kbps AAC,
all_channels.m3u,382,737,Alive,Russia,Surgut 24,stv.m3u8,H264,N/A,1080p,25,196 kbps AAC,
all_channels.m3u,388,737,Alive,Russia,TNT International Belarus (1080p),index.m3u8,H264,N/A,1080p,25,96 kbps AAC,
all_channels.m3u,390,737,Alive,Russia,Tolk (720p),playlist.m3u8,H264,N/A,720p,50,259 kbps AAC,
all_channels.m3u,389,737,Alive,Russia,TNV-Tatarstan (720p),user91229_1.m3u8,H264,N/A,720p,25,133 kbps AAC,
all_channels.m3u,391,737,Alive,Russia,Tooku (1080p),playlist.m3u8,H264,N/A,1080p,25,252 kbps AAC,
all_channels.m3u,392,737,Alive,Russia,Travel+Adventure HD (1080p),index.m3u8,H264,N/A,1080p,25,207 kbps AAC,
all_channels.m3u,394,737,Alive,Russia,TV-3 HD (1080p),index.m3u8,H264,N/A,1080p,25,140 kbps AAC,
all_channels.m3u,396,737,Alive,Russia,Ugra-TV (1080p),playlist.m3u8,H264,N/A,1080p,24,130 kbps AAC,
all_channels.m3u,384,737,Alive,Russia,Tavriya,24.m3u8,Unknown,Unknown,Unknown,,99 kbps AAC,
all_channels.m3u,395,737,Alive,Russia,U (720p),index.m3u8?e=2066519758&s=9cPc1rCGu6M932eqrifRhQ&scheme=https,H264,N/A,720p,25,130 kbps AAC,
all_channels.m3u,393,737,Alive,Russia,TV PRO,ch1.m3u8,H264,N/A,SD,25,128 kbps AAC,
all_channels.m3u,398,737,Alive,Russia,Unknown Russia (1080p),playlist.m3u8,Unknown,N/A,Unknown,,Unknown,
all_channels.m3u,400,737,Alive,Russia,Vesti FM (720p),playlist_4.m3u8,H264,N/A,720p,25,159 kbps AAC,
all_channels.m3u,399,737,Alive,Russia,V mire zhivotnykh (1080p),index.m3u8,H264,N/A,1080p,25,200 kbps AAC,
all_channels.m3u,401,737,Alive,Russia,viju+ Comedy HD (1080p),index.m3u8,H264,N/A,1080p,25,203 kbps AAC,
all_channels.m3u,402,737,Alive,Russia,viju+ Megahit HD (1080p),index.m3u8,H264,N/A,1080p,25,199 kbps AAC,
all_channels.m3u,403,737,Alive,Russia,viju+ Planet HD (1080p),index.m3u8,H264,N/A,1080p,25,202 kbps AAC,
all_channels.m3u,404,737,Alive,Russia,viju+ Premiere HD (1080p),index.m3u8,H264,N/A,1080p,25,196 kbps AAC,
all_channels.m3u,406,737,Alive,Russia,Vitrina TV (720p),playlist.m3u8,H264,N/A,1080p,25,142 kbps AAC,
all_channels.m3u,408,737,Alive,Russia,Volga,playlist.m3u8,H264,N/A,720p,25,4 kbps AAC,
all_channels.m3u,405,737,Alive,Russia,viju+ Serial HD (1080p),index.m3u8,H264,N/A,1080p,25,131 kbps AAC,
all_channels.m3u,397,737,Alive,Russia,Univer TV (1080p),playlist.m3u8,H264,N/A,1080p,25,127 kbps AAC,
all_channels.m3u,411,737,Alive,Russia,Zhivaya priroda (1080p),index.m3u8,H264,N/A,SD,25,181 kbps AAC,
all_channels.m3u,409,737,Dead,Russia,YaPervyy (1080p),playlist.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 404
all_channels.m3u,407,737,Alive,Russia,Vmeste-RF,playlist.m3u8,H264,N/A,1080p,25,193 kbps AAC,
all_channels.m3u,413,737,Alive,Russia [Geo],Radio 1 (Russia) (720p) [Geo-blocked],49dee7fe-77ba-4e6b-8cdc-fa840535b242.m3u8,H264,N/A,720p,30,159 kbps AAC,
all_channels.m3u,416,737,Dead,Series,Smotrim 100% Lyubov (720p),playlist_2.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 404
all_channels.m3u,415,737,Alive,Russia [Geo],TV Rain (1080p) [Geo-blocked],playlist.m3u8,H264,N/A,1080p,25,192 kbps AAC,
all_channels.m3u,417,737,Dead,Series,Smotrim 100% Muzhskoe (720p),playlist_3.m3u8,Unknown,Unknown,Unknown,,Unknown,HTTP 404
